date,ninsee,no2,o3,pm10,code_commune,commune_std
25/04/2018,78117,10,36,29,78117.0,78117.0
25/04/2018,78118,11,38,24,78118.0,78118.0
25/04/2018,78120,8,38,25,78120.0,78120.0
25/04/2018,78123,10,35,24,78123.0,78123.0
25/04/2018,78124,11,35,27,78124.0,78124.0
25/04/2018,78125,8,38,25,78125.0,78125.0
25/04/2018,78126,11,34,29,78126.0,78126.0
25/04/2018,78128,8,38,25,78128.0,78128.0
25/04/2018,78133,10,35,25,78133.0,78133.0
25/04/2018,78138,10,36,24,78138.0,78138.0
25/04/2018,78140,11,36,24,78140.0,78140.0
25/04/2018,78143,9,37,27,78143.0,78143.0
25/04/2018,78146,11,35,29,78146.0,78146.0
25/04/2018,78147,10,38,22,78147.0,78147.0
25/04/2018,78152,10,35,25,78152.0,78152.0
25/04/2018,78158,11,34,29,78158.0,78158.0
25/04/2018,78160,9,38,27,78160.0,78160.0
25/04/2018,78162,8,38,25,78162.0,78162.0
25/04/2018,78163,11,37,24,78163.0,78163.0
25/04/2018,78164,7,38,25,78164.0,78164.0
25/04/2018,78165,10,35,27,78165.0,78165.0
25/04/2018,78168,10,37,25,78168.0,78168.0
25/04/2018,78171,10,37,24,78171.0,78171.0
25/04/2018,78172,9,36,24,78172.0,78172.0
25/04/2018,78185,11,37,24,78185.0,78185.0
25/04/2018,78188,10,38,22,78188.0,78188.0
25/04/2018,78189,11,36,25,78189.0,78189.0
25/04/2018,78190,11,35,27,78190.0,78190.0
25/04/2018,78192,11,38,24,78192.0,78192.0
25/04/2018,78193,9,38,25,78193.0,78193.0
25/04/2018,78194,11,37,24,78194.0,78194.0
25/04/2018,78196,10,35,25,78196.0,78196.0
25/04/2018,78202,11,38,24,78202.0,78202.0
25/04/2018,78206,11,36,24,78206.0,78206.0
25/04/2018,78208,10,36,25,78208.0,78208.0
25/04/2018,78209,9,37,24,78209.0,78209.0
25/04/2018,78217,11,37,24,78217.0,78217.0
25/04/2018,78220,10,37,25,78220.0,78220.0
25/04/2018,78224,10,35,27,78224.0,78224.0
25/04/2018,78227,11,36,24,78227.0,78227.0
25/04/2018,78230,11,37,24,78230.0,78230.0
25/04/2018,78231,11,38,24,78231.0,78231.0
25/04/2018,78233,10,35,25,78233.0,78233.0
25/04/2018,78234,11,38,24,78234.0,78234.0
25/04/2018,78236,11,37,24,78236.0,78236.0
25/04/2018,78237,11,37,22,78237.0,78237.0
25/04/2018,78238,11,37,24,78238.0,78238.0
25/04/2018,78239,11,38,24,78239.0,78239.0
25/04/2018,78242,10,35,27,78242.0,78242.0
25/04/2018,78245,11,38,24,78245.0,78245.0
25/04/2018,78246,11,38,24,78246.0,78246.0
25/04/2018,78251,10,35,27,78251.0,78251.0
25/04/2018,78255,11,38,24,78255.0,78255.0
25/04/2018,78261,11,36,24,78261.0,78261.0
25/04/2018,78262,10,37,24,78262.0,78262.0
25/04/2018,78263,11,37,24,78263.0,78263.0
25/04/2018,78264,11,37,24,78264.0,78264.0
25/04/2018,78265,11,37,24,78265.0,78265.0
25/04/2018,78267,11,37,24,78267.0,78267.0
25/04/2018,78269,9,37,24,78269.0,78269.0
25/04/2018,78276,11,38,24,78276.0,78276.0
25/04/2018,78278,11,37,24,78278.0,78278.0
25/04/2018,78281,11,37,24,78281.0,78281.0
25/04/2018,78283,10,37,24,78283.0,78283.0
25/04/2018,78285,11,37,24,78285.0,78285.0
25/04/2018,78289,11,37,24,78289.0,78289.0
25/04/2018,78290,11,38,24,78290.0,78290.0
25/04/2018,78291,11,38,24,78291.0,78291.0
25/04/2018,78296,11,38,24,78296.0,78296.0
25/04/2018,78297,9,36,27,78297.0,78297.0
25/04/2018,78299,11,36,24,78299.0,78299.0
25/04/2018,78300,11,37,24,78300.0,78300.0
25/04/2018,78302,10,37,24,78302.0,78302.0
25/04/2018,78305,11,36,24,78305.0,78305.0
25/04/2018,78307,10,37,24,78307.0,78307.0
25/04/2018,78310,11,37,24,78310.0,78310.0
25/04/2018,78311,10,35,27,78311.0,78311.0
25/04/2018,78314,11,38,24,78314.0,78314.0
25/04/2018,78317,11,37,24,78317.0,78317.0
25/04/2018,78320,10,38,24,78320.0,78320.0
25/04/2018,78321,10,36,25,78321.0,78321.0
25/04/2018,78322,11,36,29,78322.0,78322.0
25/04/2018,78324,11,38,24,78324.0,78324.0
25/04/2018,78325,11,37,24,78325.0,78325.0
25/04/2018,78327,11,37,24,78327.0,78327.0
25/04/2018,78329,11,37,24,78329.0,78329.0
25/04/2018,78334,9,37,25,78334.0,78334.0
25/04/2018,78335,11,38,24,78335.0,78335.0
25/04/2018,78337,10,38,24,78337.0,78337.0
25/04/2018,78343,10,36,27,78343.0,78343.0
25/04/2018,78344,11,38,24,78344.0,78344.0
25/04/2018,78346,11,38,24,78346.0,78346.0
25/04/2018,78349,8,38,25,78349.0,78349.0
25/04/2018,78350,10,35,27,78350.0,78350.0
25/04/2018,78354,11,38,24,78354.0,78354.0
25/04/2018,78356,9,37,27,78356.0,78356.0
25/04/2018,78358,9,35,25,78358.0,78358.0
25/04/2018,78361,11,38,24,78361.0,78361.0
25/04/2018,78362,11,38,24,78362.0,78362.0
25/04/2018,78364,11,36,24,78364.0,78364.0
25/04/2018,78366,10,36,24,78366.0,78366.0
25/04/2018,78367,10,35,27,78367.0,78367.0
25/04/2018,78368,11,36,24,78368.0,78368.0
25/04/2018,78372,10,35,27,78372.0,78372.0
25/04/2018,78380,11,37,24,78380.0,78380.0
25/04/2018,78381,11,37,24,78381.0,78381.0
25/04/2018,78382,9,36,24,78382.0,78382.0
25/04/2018,78383,10,36,25,78383.0,78383.0
25/04/2018,78384,10,35,24,78384.0,78384.0
25/04/2018,78385,11,38,24,78385.0,78385.0
25/04/2018,78389,10,37,24,78389.0,78389.0
25/04/2018,78391,11,38,24,78391.0,78391.0
25/04/2018,78396,10,35,25,78396.0,78396.0
25/04/2018,78397,9,37,25,78397.0,78397.0
25/04/2018,78398,10,37,24,78398.0,78398.0
25/04/2018,78401,11,36,24,78401.0,78401.0
25/04/2018,78402,11,38,24,78402.0,78402.0
25/04/2018,78403,11,37,24,78403.0,78403.0
25/04/2018,78404,11,37,24,78404.0,78404.0
25/04/2018,78406,9,37,27,78406.0,78406.0
25/04/2018,78407,10,37,24,78407.0,78407.0
25/04/2018,78410,11,38,24,78410.0,78410.0
25/04/2018,78413,11,38,22,78413.0,78413.0
25/04/2018,78415,11,36,24,78415.0,78415.0
25/04/2018,78416,11,37,24,78416.0,78416.0
25/04/2018,78417,11,38,24,78417.0,78417.0
25/04/2018,78418,10,35,27,78418.0,78418.0
25/04/2018,78420,10,37,24,78420.0,78420.0
25/04/2018,78423,9,36,27,78423.0,78423.0
25/04/2018,78431,11,36,24,78431.0,78431.0
25/04/2018,78437,11,38,24,78437.0,78437.0
25/04/2018,78439,11,37,24,78439.0,78439.0
25/04/2018,78440,11,36,24,78440.0,78440.0
25/04/2018,78442,10,36,25,78442.0,78442.0
25/04/2018,78443,10,36,25,78443.0,78443.0
25/04/2018,78444,11,38,24,78444.0,78444.0
25/04/2018,78451,11,37,24,78451.0,78451.0
25/04/2018,78455,10,35,27,78455.0,78455.0
25/04/2018,78460,11,37,24,78460.0,78460.0
25/04/2018,78464,7,37,25,78464.0,78464.0
25/04/2018,78465,11,37,24,78465.0,78465.0
25/04/2018,78466,10,35,25,78466.0,78466.0
25/04/2018,78470,8,37,25,78470.0,78470.0
25/04/2018,78472,8,37,25,78472.0,78472.0
25/04/2018,78474,11,37,24,78474.0,78474.0
25/04/2018,78475,11,37,24,78475.0,78475.0
25/04/2018,78478,9,36,25,78478.0,78478.0
25/04/2018,78481,10,35,27,78481.0,78481.0
25/04/2018,78484,11,38,24,78484.0,78484.0
25/04/2018,78486,10,37,24,78486.0,78486.0
25/04/2018,78490,10,36,25,78490.0,78490.0
25/04/2018,78497,10,37,24,78497.0,78497.0
25/04/2018,78498,10,35,25,78498.0,78498.0
25/04/2018,78499,6,37,25,78499.0,78499.0
25/04/2018,78501,11,38,24,78501.0,78501.0
25/04/2018,78502,10,35,27,78502.0,78502.0
25/04/2018,78503,10,38,24,78503.0,78503.0
25/04/2018,78505,11,37,24,78505.0,78505.0
25/04/2018,78506,8,37,25,78506.0,78506.0
25/04/2018,78513,11,37,24,78513.0,78513.0
25/04/2018,78516,10,37,24,78516.0,78516.0
25/04/2018,78517,9,37,24,78517.0,78517.0
25/04/2018,78518,9,35,27,78518.0,78518.0
25/04/2018,78520,11,37,24,78520.0,78520.0
25/04/2018,78522,7,38,25,78522.0,78522.0
25/04/2018,78524,10,34,27,78524.0,78524.0
25/04/2018,78528,11,38,24,78528.0,78528.0
25/04/2018,78530,11,38,24,78530.0,78530.0
25/04/2018,78531,11,38,24,78531.0,78531.0
25/04/2018,78536,11,38,24,78536.0,78536.0
25/04/2018,78537,7,38,25,78537.0,78537.0
25/04/2018,78545,10,35,27,78545.0,78545.0
25/04/2018,78548,9,38,25,78548.0,78548.0
25/04/2018,78550,10,36,25,78550.0,78550.0
25/04/2018,78551,10,36,27,78551.0,78551.0
25/04/2018,78557,9,37,24,78557.0,78557.0
25/04/2018,78558,11,38,24,78558.0,78558.0
25/04/2018,78559,10,38,22,78559.0,78559.0
25/04/2018,78561,9,37,25,78561.0,78561.0
25/04/2018,78562,10,37,24,78562.0,78562.0
25/04/2018,78564,8,37,25,78564.0,78564.0
25/04/2018,78565,11,37,24,78565.0,78565.0
25/04/2018,78567,11,38,24,78567.0,78567.0
25/04/2018,78569,7,37,25,78569.0,78569.0
25/04/2018,78571,10,35,27,78571.0,78571.0
25/04/2018,78575,9,38,27,78575.0,78575.0
25/04/2018,78576,10,37,25,78576.0,78576.0
25/04/2018,78586,10,35,27,78586.0,78586.0
25/04/2018,78588,11,36,24,78588.0,78588.0
25/04/2018,78590,8,38,25,78590.0,78590.0
25/04/2018,78591,11,38,24,78591.0,78591.0
25/04/2018,78597,11,38,24,78597.0,78597.0
25/04/2018,78601,7,37,25,78601.0,78601.0
25/04/2018,78605,11,37,24,78605.0,78605.0
25/04/2018,78606,10,37,24,78606.0,78606.0
25/04/2018,78608,11,38,24,78608.0,78608.0
25/04/2018,78609,11,36,24,78609.0,78609.0
25/04/2018,78615,10,35,25,78615.0,78615.0
25/04/2018,78616,11,37,24,78616.0,78616.0
25/04/2018,78618,11,37,24,78618.0,78618.0
25/04/2018,78620,10,37,27,78620.0,78620.0
25/04/2018,78621,9,36,27,78621.0,78621.0
25/04/2018,78623,10,36,25,78623.0,78623.0
25/04/2018,78624,10,36,24,78624.0,78624.0
25/04/2018,78638,10,36,24,78638.0,78638.0
25/04/2018,78640,11,35,29,78640.0,78640.0
25/04/2018,78642,11,36,24,78642.0,78642.0
25/04/2018,78643,11,36,24,78643.0,78643.0
25/04/2018,78644,9,36,25,78644.0,78644.0
25/04/2018,78646,11,35,29,78646.0,78646.0
25/04/2018,78647,11,38,24,78647.0,78647.0
25/04/2018,78650,10,35,27,78650.0,78650.0
25/04/2018,78653,11,36,24,78653.0,78653.0
25/04/2018,78655,8,38,24,78655.0,78655.0
25/04/2018,78668,11,38,24,78668.0,78668.0
25/04/2018,78672,10,35,25,78672.0,78672.0
25/04/2018,78674,10,35,27,78674.0,78674.0
25/04/2018,78677,11,38,24,78677.0,78677.0
25/04/2018,78681,11,37,24,78681.0,78681.0
25/04/2018,78683,10,36,25,78683.0,78683.0
25/04/2018,78686,11,35,29,78686.0,78686.0
25/04/2018,78688,9,36,27,78688.0,78688.0
25/04/2018,91001,11,34,27,91001.0,91001.0
25/04/2018,91016,10,35,27,91016.0,91016.0
25/04/2018,91017,9,38,25,91017.0,91017.0
25/04/2018,91021,12,38,27,91021.0,91021.0
25/04/2018,91022,11,34,27,91022.0,91022.0
25/04/2018,91027,15,37,27,91027.0,91027.0
25/04/2018,91035,10,37,25,91035.0,91035.0
25/04/2018,91037,13,35,27,91037.0,91037.0
25/04/2018,91038,11,36,27,91038.0,91038.0
25/04/2018,91041,12,38,27,91041.0,91041.0
25/04/2018,91044,13,38,27,91044.0,91044.0
25/04/2018,91045,13,36,27,91045.0,91045.0
25/04/2018,91047,11,35,27,91047.0,91047.0
25/04/2018,91064,12,37,29,91064.0,91064.0
25/04/2018,91067,11,33,27,91067.0,91067.0
25/04/2018,91069,10,34,27,91069.0,91069.0
25/04/2018,91075,11,34,27,91075.0,91075.0
25/04/2018,91079,11,35,27,91079.0,91079.0
25/04/2018,91080,11,35,27,91080.0,91080.0
25/04/2018,91081,10,37,27,91081.0,91081.0
25/04/2018,91085,11,38,27,91085.0,91085.0
25/04/2018,91086,16,37,27,91086.0,91086.0
25/04/2018,91093,8,38,25,91093.0,91093.0
25/04/2018,91095,12,36,27,91095.0,91095.0
25/04/2018,91097,18,35,27,91097.0,91097.0
25/04/2018,91098,10,37,27,91098.0,91098.0
25/04/2018,91099,10,35,27,91099.0,91099.0
25/04/2018,91100,11,35,27,91100.0,91100.0
25/04/2018,91103,14,38,27,91103.0,91103.0
25/04/2018,91105,11,38,27,91105.0,91105.0
25/04/2018,91106,10,38,27,91106.0,91106.0
25/04/2018,91109,10,36,27,91109.0,91109.0
25/04/2018,91111,10,39,27,91111.0,91111.0
25/04/2018,91112,11,33,27,91112.0,91112.0
25/04/2018,91114,18,36,27,91114.0,91114.0
25/04/2018,91115,11,39,27,91115.0,91115.0
25/04/2018,91121,10,34,27,91121.0,91121.0
25/04/2018,91122,10,39,27,91122.0,91122.0
25/04/2018,91129,11,36,27,91129.0,91129.0
25/04/2018,91130,11,36,27,91130.0,91130.0
25/04/2018,91131,10,35,27,91131.0,91131.0
25/04/2018,91132,11,37,27,91132.0,91132.0
25/04/2018,91135,12,35,27,91135.0,91135.0
25/04/2018,91136,13,38,27,91136.0,91136.0
25/04/2018,91137,11,33,27,91137.0,91137.0
25/04/2018,91145,9,37,25,91145.0,91145.0
25/04/2018,91148,10,37,27,91148.0,91148.0
25/04/2018,91156,12,37,27,91156.0,91156.0
25/04/2018,91159,13,35,27,91159.0,91159.0
25/04/2018,91161,14,38,27,91161.0,91161.0
25/04/2018,91174,17,35,27,91174.0,91174.0
25/04/2018,91175,9,37,25,91175.0,91175.0
25/04/2018,91179,15,35,27,91179.0,91179.0
25/04/2018,91180,9,34,27,91180.0,91180.0
25/04/2018,91182,17,36,27,91182.0,91182.0
25/04/2018,91184,11,35,27,91184.0,91184.0
25/04/2018,91186,10,38,27,91186.0,91186.0
25/04/2018,91191,16,36,27,91191.0,91191.0
25/04/2018,91195,10,35,27,91195.0,91195.0
25/04/2018,91198,11,35,27,91198.0,91198.0
25/04/2018,91200,9,38,25,91200.0,91200.0
25/04/2018,91201,16,37,27,91201.0,91201.0
25/04/2018,91204,15,36,27,91204.0,91204.0
25/04/2018,91207,11,38,27,91207.0,91207.0
25/04/2018,91215,17,35,27,91215.0,91215.0
25/04/2018,91216,14,38,27,91216.0,91216.0
25/04/2018,91222,10,34,27,91222.0,91222.0
25/04/2018,91223,11,36,27,91223.0,91223.0
25/04/2018,91225,17,36,27,91225.0,91225.0
25/04/2018,91226,11,37,27,91226.0,91226.0
25/04/2018,91228,17,36,27,91228.0,91228.0
25/04/2018,91232,11,35,27,91232.0,91232.0
25/04/2018,91235,16,37,27,91235.0,91235.0
25/04/2018,91240,11,34,27,91240.0,91240.0
25/04/2018,91243,11,39,27,91243.0,91243.0
25/04/2018,91244,14,36,27,91244.0,91244.0
25/04/2018,91247,10,37,25,91247.0,91247.0
25/04/2018,91248,11,34,27,91248.0,91248.0
25/04/2018,91249,9,39,27,91249.0,91249.0
25/04/2018,91272,10,39,27,91272.0,91272.0
25/04/2018,91273,11,34,27,91273.0,91273.0
25/04/2018,91274,9,39,27,91274.0,91274.0
25/04/2018,91275,10,39,27,91275.0,91275.0
25/04/2018,91284,10,37,25,91284.0,91284.0
25/04/2018,91286,16,37,27,91286.0,91286.0
25/04/2018,91292,12,38,27,91292.0,91292.0
25/04/2018,91293,11,35,27,91293.0,91293.0
25/04/2018,91294,11,35,27,91294.0,91294.0
25/04/2018,91312,11,37,27,91312.0,91312.0
25/04/2018,91315,12,36,27,91315.0,91315.0
25/04/2018,91318,11,37,27,91318.0,91318.0
25/04/2018,91319,10,39,27,91319.0,91319.0
25/04/2018,91326,15,37,27,91326.0,91326.0
25/04/2018,91330,12,37,27,91330.0,91330.0
25/04/2018,91332,14,37,27,91332.0,91332.0
25/04/2018,91333,13,38,27,91333.0,91333.0
25/04/2018,91338,9,39,27,91338.0,91338.0
25/04/2018,91339,13,38,27,91339.0,91339.0
25/04/2018,91340,17,36,27,91340.0,91340.0
25/04/2018,91345,14,38,27,91345.0,91345.0
25/04/2018,91347,13,38,27,91347.0,91347.0
25/04/2018,91359,11,34,27,91359.0,91359.0
25/04/2018,91363,12,39,27,91363.0,91363.0
25/04/2018,91374,11,34,27,91374.0,91374.0
25/04/2018,91376,13,37,27,91376.0,91376.0
25/04/2018,91377,13,38,27,91377.0,91377.0
25/04/2018,91378,11,37,27,91378.0,91378.0
25/04/2018,91386,15,36,27,91386.0,91386.0
25/04/2018,91390,10,34,27,91390.0,91390.0
25/04/2018,91393,10,36,27,91393.0,91393.0
25/04/2018,91399,11,34,27,91399.0,91399.0
25/04/2018,91405,10,34,27,91405.0,91405.0
25/04/2018,91408,10,35,27,91408.0,91408.0
25/04/2018,91411,8,38,27,91411.0,91411.0
25/04/2018,91412,11,35,27,91412.0,91412.0
25/04/2018,91414,10,35,27,91414.0,91414.0
25/04/2018,91421,17,36,27,91421.0,91421.0
25/04/2018,91425,13,38,27,91425.0,91425.0
25/04/2018,91432,14,38,27,91432.0,91432.0
25/04/2018,91433,11,36,27,91433.0,91433.0
25/04/2018,91434,15,37,27,91434.0,91434.0
25/04/2018,91435,15,35,27,91435.0,91435.0
25/04/2018,91441,12,35,27,91441.0,91441.0
25/04/2018,91457,12,38,27,91457.0,91457.0
25/04/2018,91458,12,39,27,91458.0,91458.0
25/04/2018,91461,12,39,27,91461.0,91461.0
25/04/2018,91463,9,34,27,91463.0,91463.0
25/04/2018,91468,15,35,27,91468.0,91468.0
25/04/2018,91469,11,35,27,91469.0,91469.0
25/04/2018,91471,11,39,27,91471.0,91471.0
25/04/2018,91473,11,35,27,91473.0,91473.0
25/04/2018,91477,12,38,27,91477.0,91477.0
25/04/2018,91479,14,37,27,91479.0,91479.0
25/04/2018,91482,8,38,25,91482.0,91482.0
25/04/2018,91494,15,37,27,91494.0,91494.0
25/04/2018,91495,10,36,27,91495.0,91495.0
25/04/2018,91507,10,34,27,91507.0,91507.0
25/04/2018,91508,11,35,27,91508.0,91508.0
25/04/2018,91511,10,35,27,91511.0,91511.0
25/04/2018,91514,17,35,27,91514.0,91514.0
25/04/2018,91519,10,37,25,91519.0,91519.0
25/04/2018,91521,17,37,27,91521.0,91521.0
25/04/2018,91525,10,38,25,91525.0,91525.0
25/04/2018,91526,11,34,27,91526.0,91526.0
25/04/2018,91533,11,35,27,91533.0,91533.0
25/04/2018,91534,11,38,27,91534.0,91534.0
25/04/2018,91538,10,38,27,91538.0,91538.0
25/04/2018,91540,10,38,25,91540.0,91540.0
25/04/2018,91544,11,35,27,91544.0,91544.0
25/04/2018,91546,9,38,25,91546.0,91546.0
25/04/2018,91547,10,36,27,91547.0,91547.0
25/04/2018,91549,15,38,27,91549.0,91549.0
25/04/2018,91552,13,38,27,91552.0,91552.0
25/04/2018,91553,17,35,27,91553.0,91553.0
25/04/2018,91556,11,36,27,91556.0,91556.0
25/04/2018,91560,11,39,27,91560.0,91560.0
25/04/2018,91568,10,38,27,91568.0,91568.0
25/04/2018,91570,14,38,27,91570.0,91570.0
25/04/2018,91573,17,35,27,91573.0,91573.0
25/04/2018,91577,16,35,27,91577.0,91577.0
25/04/2018,91578,10,38,25,91578.0,91578.0
25/04/2018,91579,13,37,27,91579.0,91579.0
25/04/2018,91581,11,38,27,91581.0,91581.0
25/04/2018,91587,13,38,27,91587.0,91587.0
25/04/2018,91589,15,38,27,91589.0,91589.0
25/04/2018,91593,10,38,25,91593.0,91593.0
25/04/2018,91599,11,35,27,91599.0,91599.0
25/04/2018,91600,17,36,27,91600.0,91600.0
25/04/2018,91602,10,38,25,91602.0,91602.0
25/04/2018,91613,10,35,27,91613.0,91613.0
25/04/2018,91617,17,35,27,91617.0,91617.0
25/04/2018,91619,11,37,27,91619.0,91619.0
25/04/2018,91629,11,35,27,91629.0,91629.0
25/04/2018,91630,9,38,25,91630.0,91630.0
25/04/2018,91631,18,35,27,91631.0,91631.0
25/04/2018,91634,9,38,25,91634.0,91634.0
25/04/2018,91635,11,38,27,91635.0,91635.0
25/04/2018,91639,10,35,27,91639.0,91639.0
25/04/2018,91645,12,37,29,91645.0,91645.0
25/04/2018,91648,15,37,27,91648.0,91648.0
25/04/2018,91649,14,36,27,91649.0,91649.0
25/04/2018,91654,11,35,27,91654.0,91654.0
25/04/2018,91657,16,37,27,91657.0,91657.0
25/04/2018,91659,16,35,27,91659.0,91659.0
25/04/2018,91661,12,38,27,91661.0,91661.0
25/04/2018,91662,10,38,27,91662.0,91662.0
25/04/2018,91665,13,38,27,91665.0,91665.0
25/04/2018,91666,12,39,27,91666.0,91666.0
25/04/2018,91667,14,38,27,91667.0,91667.0
25/04/2018,91671,11,36,27,91671.0,91671.0
25/04/2018,91679,10,38,27,91679.0,91679.0
25/04/2018,91685,13,38,27,91685.0,91685.0
25/04/2018,91687,15,37,27,91687.0,91687.0
25/04/2018,91689,14,38,27,91689.0,91689.0
25/04/2018,91691,17,36,27,91691.0,91691.0
25/04/2018,91692,11,39,27,91692.0,91692.0
25/04/2018,92002,14,37,29,92002.0,92002.0
25/04/2018,92004,12,35,25,92004.0,92004.0
25/04/2018,92007,15,36,29,92007.0,92007.0
25/04/2018,92009,11,35,25,92009.0,92009.0
25/04/2018,92012,14,35,29,92012.0,92012.0
25/04/2018,92014,14,36,29,92014.0,92014.0
25/04/2018,92019,13,37,29,92019.0,92019.0
25/04/2018,92020,14,35,29,92020.0,92020.0
25/04/2018,92022,11,35,29,92022.0,92022.0
25/04/2018,92023,13,36,29,92023.0,92023.0
25/04/2018,92024,13,35,25,92024.0,92024.0
25/04/2018,92025,11,35,27,92025.0,92025.0
25/04/2018,92026,13,35,29,92026.0,92026.0
25/04/2018,92032,14,36,29,92032.0,92032.0
25/04/2018,92033,12,35,29,92033.0,92033.0
25/04/2018,92035,12,35,29,92035.0,92035.0
25/04/2018,92036,11,36,24,92036.0,92036.0
25/04/2018,92040,13,35,29,92040.0,92040.0
25/04/2018,92044,14,35,27,92044.0,92044.0
25/04/2018,92046,15,35,29,92046.0,92046.0
25/04/2018,92047,11,34,29,92047.0,92047.0
25/04/2018,92048,13,35,29,92048.0,92048.0
25/04/2018,92049,16,35,29,92049.0,92049.0
25/04/2018,92050,12,35,29,92050.0,92050.0
25/04/2018,92051,15,35,29,92051.0,92051.0
25/04/2018,92060,13,36,29,92060.0,92060.0
25/04/2018,92062,14,35,29,92062.0,92062.0
25/04/2018,92063,12,35,29,92063.0,92063.0
25/04/2018,92064,13,35,29,92064.0,92064.0
25/04/2018,92071,14,36,29,92071.0,92071.0
25/04/2018,92072,12,35,29,92072.0,92072.0
25/04/2018,92073,14,35,29,92073.0,92073.0
25/04/2018,92075,15,35,29,92075.0,92075.0
25/04/2018,92076,11,34,29,92076.0,92076.0
25/04/2018,92077,11,34,29,92077.0,92077.0
25/04/2018,92078,10,36,22,92078.0,92078.0
25/04/2018,93001,20,36,24,93001.0,93001.0
25/04/2018,93005,15,37,24,93005.0,93005.0
25/04/2018,93006,19,35,25,93006.0,93006.0
25/04/2018,93007,15,36,25,93007.0,93007.0
25/04/2018,93008,18,36,25,93008.0,93008.0
25/04/2018,93010,16,36,25,93010.0,93010.0
25/04/2018,93013,15,36,24,93013.0,93013.0
25/04/2018,93014,17,36,24,93014.0,93014.0
25/04/2018,93015,17,36,24,93015.0,93015.0
25/04/2018,93027,17,36,24,93027.0,93027.0
25/04/2018,93029,17,36,25,93029.0,93029.0
25/04/2018,93030,14,36,24,93030.0,93030.0
25/04/2018,93031,10,36,22,93031.0,93031.0
25/04/2018,93032,19,36,24,93032.0,93032.0
25/04/2018,93033,20,36,25,93033.0,93033.0
25/04/2018,93039,11,36,22,93039.0,93039.0
25/04/2018,93045,19,35,25,93045.0,93045.0
25/04/2018,93046,16,36,24,93046.0,93046.0
25/04/2018,93047,18,36,24,93047.0,93047.0
25/04/2018,93048,19,35,25,93048.0,93048.0
25/04/2018,93049,17,36,24,93049.0,93049.0
25/04/2018,93050,19,36,24,93050.0,93050.0
25/04/2018,93051,22,36,27,93051.0,93051.0
25/04/2018,93053,18,35,25,93053.0,93053.0
25/04/2018,93055,19,35,25,93055.0,93055.0
25/04/2018,93057,15,36,24,93057.0,93057.0
25/04/2018,93059,11,36,22,93059.0,93059.0
25/04/2018,93061,19,35,25,93061.0,93061.0
25/04/2018,93062,16,36,24,93062.0,93062.0
25/04/2018,93063,18,35,25,93063.0,93063.0
25/04/2018,93064,17,35,24,93064.0,93064.0
25/04/2018,93066,16,36,24,93066.0,93066.0
25/04/2018,93070,14,35,24,93070.0,93070.0
25/04/2018,93071,15,36,24,93071.0,93071.0
25/04/2018,93072,13,36,22,93072.0,93072.0
25/04/2018,93073,16,37,22,93073.0,93073.0
25/04/2018,93074,17,36,22,93074.0,93074.0
25/04/2018,93077,17,36,24,93077.0,93077.0
25/04/2018,93078,15,37,22,93078.0,93078.0
25/04/2018,93079,10,36,22,93079.0,93079.0
25/04/2018,94001,16,37,27,94001.0,94001.0
25/04/2018,94002,18,36,27,94002.0,94002.0
25/04/2018,94003,15,35,29,94003.0,94003.0
25/04/2018,94004,19,36,27,94004.0,94004.0
25/04/2018,94011,18,36,25,94011.0,94011.0
25/04/2018,94015,19,36,24,94015.0,94015.0
25/04/2018,94016,15,36,29,94016.0,94016.0
25/04/2018,94017,20,36,25,94017.0,94017.0
25/04/2018,94018,18,35,27,94018.0,94018.0
25/04/2018,94019,20,36,25,94019.0,94019.0
25/04/2018,94021,15,37,29,94021.0,94021.0
25/04/2018,94022,16,37,27,94022.0,94022.0
25/04/2018,94028,18,36,27,94028.0,94028.0
25/04/2018,94033,18,35,24,94033.0,94033.0
25/04/2018,94034,14,37,29,94034.0,94034.0
25/04/2018,94037,16,35,29,94037.0,94037.0
25/04/2018,94038,15,37,29,94038.0,94038.0
25/04/2018,94041,18,36,27,94041.0,94041.0
25/04/2018,94042,18,36,24,94042.0,94042.0
25/04/2018,94043,16,35,29,94043.0,94043.0
25/04/2018,94044,18,36,27,94044.0,94044.0
25/04/2018,94046,18,36,25,94046.0,94046.0
25/04/2018,94047,18,35,27,94047.0,94047.0
25/04/2018,94048,20,36,27,94048.0,94048.0
25/04/2018,94052,18,36,22,94052.0,94052.0
25/04/2018,94053,20,36,27,94053.0,94053.0
25/04/2018,94054,15,37,27,94054.0,94054.0
25/04/2018,94055,20,36,25,94055.0,94055.0
25/04/2018,94056,18,35,27,94056.0,94056.0
25/04/2018,94058,18,36,22,94058.0,94058.0
25/04/2018,94059,22,36,27,94059.0,94059.0
25/04/2018,94060,22,36,27,94060.0,94060.0
25/04/2018,94065,14,37,27,94065.0,94065.0
25/04/2018,94067,19,35,25,94067.0,94067.0
25/04/2018,94068,19,36,25,94068.0,94068.0
25/04/2018,94069,18,35,27,94069.0,94069.0
25/04/2018,94070,21,35,27,94070.0,94070.0
25/04/2018,94071,20,36,27,94071.0,94071.0
25/04/2018,94073,16,37,27,94073.0,94073.0
25/04/2018,94074,17,36,27,94074.0,94074.0
25/04/2018,94075,18,36,27,94075.0,94075.0
25/04/2018,94076,16,37,29,94076.0,94076.0
25/04/2018,94077,16,37,27,94077.0,94077.0
